Date,Open,High,Low,Close,Adj Close,Volume
02-05-2011,9.828499794,10.17099953,9.809000015,10.05949974,10.05949974,187962000
03-05-2011,10.05000019,10.12950039,9.834500313,9.922499657,9.922499657,122000000
04-05-2011,9.912500381,10.09300041,9.768500328,9.99849987,9.99849987,131000000
05-05-2011,9.932999611,10.05000019,9.805999756,9.855500221,9.855500221,92000000
06-05-2011,9.954999924,9.977999687,9.828000069,9.880000114,9.880000114,80278000
09-05-2011,9.916999817,10.11800003,9.838999748,10.03999996,10.03999996,116508000
10-05-2011,10.09700012,10.26449966,10.07800007,10.19699955,10.19699955,117718000
11-05-2011,10.15600014,10.27499962,10.11250019,10.21899986,10.21899986,96180000
12-05-2011,10.21100044,10.30949974,10.03100014,10.30350018,10.30350018,96000000
13-05-2011,10.28499985,10.31949997,10.11800003,10.12800026,10.12800026,82474000
16-05-2011,10.02700043,10.04500008,9.568499565,9.625499725,9.625499725,187728000
17-05-2011,9.590999603,9.798999786,9.588000298,9.74050045,9.74050045,141466000
18-05-2011,9.706500053,9.913999557,9.662500381,9.854499817,9.854499817,99116000
19-05-2011,9.916500092,9.99750042,9.87749958,9.93999958,9.93999958,74024000
20-05-2011,9.897500038,9.989999771,9.862000465,9.932499886,9.932499886,67620000
23-05-2011,9.777999878,9.864500046,9.600999832,9.81099987,9.81099987,84000000
24-05-2011,9.850000381,9.850000381,9.649999619,9.663499832,9.663499832,59454000
25-05-2011,9.678500175,9.717499733,9.55700016,9.612999916,9.612999916,93226000
26-05-2011,9.562000275,9.822500229,9.543999672,9.75,9.75,81504000
27-05-2011,9.737999916,9.805999756,9.675000191,9.706500053,9.706500053,47052000
31-05-2011,9.796999931,9.921999931,9.75150013,9.834500313,9.834500313,68180000
01-06-2011,9.80300045,9.862999916,9.602499962,9.619999886,9.619999886,68904000
02-06-2011,9.61400032,9.722000122,9.527999878,9.682499886,9.682499886,60898000
03-06-2011,9.561499596,9.660499573,9.380999565,9.416000366,9.416000366,99490000
06-06-2011,9.400500298,9.492500305,9.258999825,9.284500122,9.284500122,74320000
07-06-2011,9.286000252,9.531499863,9.276000023,9.37749958,9.37749958,97330000
08-06-2011,9.37250042,9.49050045,9.315999985,9.402500153,9.402500153,74332000
09-06-2011,9.487000465,9.588000298,9.285499573,9.484000206,9.484000206,83746000
10-06-2011,9.462499619,9.538499832,9.31400013,9.326499939,9.326499939,75208000
13-06-2011,9.340499878,9.465499878,9.243000031,9.314499855,9.314499855,77378000
14-06-2011,9.449500084,9.536000252,9.353500366,9.498000145,9.498000145,79206000
15-06-2011,9.402000427,9.62250042,9.265000343,9.298999786,9.298999786,126354000
16-06-2011,9.286999702,9.350000381,9.079500198,9.182499886,9.182499886,120642000
17-06-2011,9.325499535,9.36950016,9.232000351,9.318499565,9.318499565,126444000
20-06-2011,9.298000336,9.442500114,9.278499603,9.38599968,9.38599968,56634000
21-06-2011,9.414999962,9.75,9.355999947,9.711500168,9.711500168,83652000
22-06-2011,9.697999954,9.760000229,9.565999985,9.581500053,9.581500053,62594000
23-06-2011,9.475000381,9.722999573,9.414999962,9.708000183,9.708000183,92192000
24-06-2011,9.694000244,9.74600029,9.567500114,9.62749958,9.62749958,72290000
27-06-2011,9.725000381,10.12899971,9.701499939,10.0625,10.0625,122014000
28-06-2011,10.09599972,10.14400005,10.02999973,10.11750031,10.11750031,76506000
29-06-2011,10.1335001,10.3125,10.05150032,10.20899963,10.20899963,92178000
30-06-2011,10.03899956,10.26000023,10.02499962,10.2244997,10.2244997,88962000
01-07-2011,10.27750015,10.51350021,10.18050003,10.4744997,10.4744997,80174000
05-07-2011,10.43799973,10.72249985,10.4364996,10.65950012,10.65950012,71704000
06-07-2011,10.60599995,10.72000027,10.55049992,10.70950031,10.70950031,52152000
07-07-2011,10.75450039,10.89000034,10.75450039,10.83699989,10.83699989,62898000
08-07-2011,10.71500015,10.91600037,10.66250038,10.91399956,10.91399956,74158000
11-07-2011,10.83699989,10.875,10.55000019,10.62749958,10.62749958,80674000
12-07-2011,10.73200035,10.78250027,10.55599976,10.5614996,10.5614996,79714000
13-07-2011,10.73499966,10.84150028,10.60700035,10.67500019,10.67500019,84598000
14-07-2011,10.6789999,10.7954998,10.46899986,10.51900005,10.51900005,78050000
15-07-2011,10.65400028,10.72649956,10.46450043,10.64350033,10.64350033,81452000
18-07-2011,10.62650013,10.66950035,10.41450024,10.57649994,10.57649994,57962000
19-07-2011,10.6885004,10.92000008,10.6885004,10.90299988,10.90299988,88744000
20-07-2011,11.00249958,11.01000023,10.72049999,10.77750015,10.77750015,67458000
21-07-2011,10.83699989,10.85449982,10.55350018,10.66049957,10.66049957,90906000
22-07-2011,10.69299984,10.89750004,10.55550003,10.82600021,10.82600021,71834000
25-07-2011,10.77449989,10.8039999,10.64999962,10.67450047,10.67450047,66856000
26-07-2011,10.74950027,10.77999973,10.51749992,10.70899963,10.70899963,197272000
27-07-2011,11.21949959,11.35999966,10.98099995,11.1260004,11.1260004,259112000
28-07-2011,11.16349983,11.29749966,11.01150036,11.19499969,11.19499969,107098000
29-07-2011,11.06449986,11.28750038,10.97550011,11.1260004,11.1260004,103354000
01-08-2011,11.25,11.37250042,10.88300037,11.06599998,11.06599998,115786000
02-08-2011,11.01599979,11.12150002,10.56499958,10.58500004,10.58500004,131734000
03-08-2011,10.64850044,10.7414999,10.27700043,10.49800014,10.49800014,163942000
04-08-2011,10.33650017,10.39999962,10.07250023,10.07400036,10.07400036,131590000
05-08-2011,10.23349953,10.36600018,9.741999626,10.13500023,10.13500023,200480000
08-08-2011,9.819999695,10.01949978,9.50249958,9.68500042,9.68500042,208550000
09-08-2011,9.835000038,10.25450039,9.522999763,10.25450039,10.25450039,209824000
10-08-2011,10.03800011,10.11999989,9.680000305,9.706500053,9.706500053,175152000
11-08-2011,9.850500107,10.04249954,9.56799984,9.918000221,9.918000221,148038000
12-08-2011,10.01399994,10.22799969,9.860500336,10.11499977,10.11499977,112408000
15-08-2011,10.10299969,10.26399994,9.916000366,10.14750004,10.14750004,95718000
16-08-2011,10.05700016,10.06949997,9.737500191,9.883999825,9.883999825,104118000
17-08-2011,9.92650032,9.979999542,9.687000275,9.796500206,9.796500206,79822000
18-08-2011,9.560500145,9.567000389,8.986000061,9.126000404,9.126000404,165504000
19-08-2011,9.014499664,9.5,8.87749958,8.946499825,8.946499825,144884000
22-08-2011,9.141500473,9.210000038,8.854999542,8.876999855,8.876999855,106274000
23-08-2011,8.946000099,9.741999626,8.925999641,9.677499771,9.677499771,147032000
24-08-2011,9.694499969,9.815500259,9.508500099,9.686499596,9.686499596,124974000
25-08-2011,9.720499992,9.849499702,9.553500175,9.601499557,9.601499557,75216000
26-08-2011,9.562000275,9.986000061,9.479999542,9.963500023,9.963500023,106214000
29-08-2011,10.14099979,10.33349991,10.12749958,10.32649994,10.32649994,90220000
30-08-2011,10.28899956,10.62450027,10.2159996,10.54599953,10.54599953,118314000
31-08-2011,10.61349964,10.80850029,10.56750011,10.76150036,10.76150036,148100000
01-09-2011,10.76399994,10.88199997,10.58100033,10.62699986,10.62699986,105506000
02-09-2011,10.44699955,10.53450012,10.35000038,10.5,10.5,84640000
06-09-2011,10.23849964,10.82999992,10.22350025,10.80900002,10.80900002,124324000
07-09-2011,10.93999958,11.00949955,10.71100044,10.99499989,10.99499989,105916000
08-09-2011,10.91499996,11.03199959,10.81700039,10.86299992,10.86299992,87958000
09-09-2011,10.75249958,10.84799957,10.48750019,10.56949997,10.56949997,91486000
12-09-2011,10.4375,10.83300018,10.43249989,10.82800007,10.82800007,106842000
13-09-2011,10.88949966,10.99750042,10.75049973,10.97649956,10.97649956,96718000
14-09-2011,11.01099968,11.24950027,10.83600044,11.12849998,11.12849998,117634000
15-09-2011,11.19950008,11.35999966,11.0625,11.33899975,11.33899975,112176000
16-09-2011,11.37849998,12.02200031,11.33699989,11.96500015,11.96500015,235060000
19-09-2011,11.85550022,12.19999981,11.64400005,12.08450031,12.08450031,164466000
20-09-2011,12.03999996,12.05249977,11.55150032,11.66250038,11.66250038,147710000
21-09-2011,11.72550011,12.02600002,11.59049988,11.59350014,11.59350014,117630000
22-09-2011,11.23600006,11.43949986,10.94999981,11.16149998,11.16149998,165092000
23-09-2011,11.0255003,11.2244997,10.95300007,11.18050003,11.18050003,129362000
26-09-2011,11.3739996,11.51200008,11.06999969,11.49250031,11.49250031,115882000
27-09-2011,11.71100044,11.73750019,11.11999989,11.21049976,11.21049976,156750000
28-09-2011,11.31750011,11.79049969,11.27999973,11.48550034,11.48550034,288738000
29-09-2011,11.70849991,11.71500015,10.81449986,11.12199974,11.12199974,187570000
30-09-2011,10.90950012,11.14999962,10.76049995,10.8114996,10.8114996,131006000
03-10-2011,10.85050011,11.07999992,10.56949997,10.59899998,10.59899998,132488000
04-10-2011,10.48099995,10.75,10.02149963,10.625,10.625,174232000
05-10-2011,10.62650013,11.0085001,10.42399979,10.97500038,10.97500038,130164000
06-10-2011,11.01399994,11.18099976,10.87749958,11.07549953,11.07549953,136986000
07-10-2011,11.1239996,11.39500046,10.9204998,11.23700047,11.23700047,135686000
10-10-2011,11.3114996,11.64000034,11.20499992,11.56599998,11.56599998,102862000
11-10-2011,11.52999973,11.83749962,11.44999981,11.77400017,11.77400017,100074000
12-10-2011,11.83199978,12.09200001,11.71650028,11.84049988,11.84049988,130216000
13-10-2011,11.85000038,11.98400021,11.76150036,11.80749989,11.80749989,96670000
14-10-2011,12.04349995,12.33549976,12.00899982,12.33549976,12.33549976,118474000
17-10-2011,12.21450043,12.33549976,12.03349972,12.1164999,12.1164999,95580000
18-10-2011,12.11550045,12.23050022,11.83100033,12.19400024,12.19400024,92194000
19-10-2011,12.03349972,12.16650009,11.46249962,11.57649994,11.57649994,134302000
20-10-2011,11.60649967,11.73700047,11.48999977,11.68050003,11.68050003,90498000
21-10-2011,11.84549999,11.85000038,11.52999973,11.73900032,11.73900032,91450000
24-10-2011,11.80099964,12.02350044,11.69999981,11.88049984,11.88049984,99516000
25-10-2011,11.92949963,11.95049953,11.29450035,11.35750008,11.35750008,280252000
26-10-2011,10.18449974,10.37899971,9.825499535,9.920000076,9.920000076,482684000
27-10-2011,10.2130003,10.43000031,10.05500031,10.33899975,10.33899975,215486000
28-10-2011,10.32649994,10.92000008,10.28750038,10.86600018,10.86600018,197608000
31-10-2011,10.78950024,10.94449997,10.65200043,10.67549992,10.67549992,146866000
01-11-2011,10.40550041,10.81050014,10.37150002,10.60499954,10.60499954,170236000
02-11-2011,10.77750015,10.83950043,10.63599968,10.78100014,10.78100014,122440000
03-11-2011,10.81499958,10.92500019,10.65100002,10.91450024,10.91450024,106300000
04-11-2011,10.88249969,10.91149998,10.71650028,10.82400036,10.82400036,81316000
07-11-2011,10.84200001,11.01000023,10.69999981,10.85000038,10.85000038,77200000
08-11-2011,10.96000004,10.96749973,10.76049995,10.89949989,10.89949989,78290000
09-11-2011,10.74750042,10.78499985,10.52999973,10.56099987,10.56099987,93612000
10-11-2011,10.67500019,10.70300007,10.40499973,10.53950024,10.53950024,100892000
11-11-2011,10.6260004,10.89400005,10.51550007,10.86950016,10.86950016,103262000
14-11-2011,10.78250027,11.11750031,10.71249962,10.94649982,10.94649982,130444000
15-11-2011,10.89999962,11.01650047,10.7130003,10.89150047,10.89150047,114780000
16-11-2011,10.8135004,10.84850025,10.5614996,10.5994997,10.5994997,110188000
17-11-2011,10.62549973,10.64500046,10.10499954,10.22599983,10.22599983,159662000
18-11-2011,10.26650047,10.2670002,9.855500221,9.857000351,9.857000351,168750000
21-11-2011,9.664500237,9.668000221,9.25249958,9.462499619,9.462499619,226424000
22-11-2011,9.347499847,9.701999664,9.178999901,9.616999626,9.616999626,198312000
23-11-2011,9.652999878,9.729999542,9.394499779,9.449500084,9.449500084,160226000
25-11-2011,9.520500183,9.541500092,9.075499535,9.119999886,9.119999886,99440000
28-11-2011,9.582500458,9.730999947,9.527000427,9.707500458,9.707500458,144146000
29-11-2011,9.73900032,9.774999619,9.364999771,9.419500351,9.419500351,131502000
30-11-2011,9.737999916,9.765000343,9.4375,9.614500046,9.614500046,154340000
01-12-2011,9.592499733,9.903499603,9.579500198,9.856499672,9.856499672,146554000
02-12-2011,9.853500366,9.982999802,9.758999825,9.80150032,9.80150032,150524000
05-12-2011,9.94299984,9.949999809,9.68350029,9.812000275,9.812000275,118442000
06-12-2011,9.798999786,9.916000366,9.50549984,9.599499702,9.599499702,104040000
07-12-2011,9.55150032,9.835499763,9.456000328,9.765999794,9.765999794,128546000
08-12-2011,9.678500175,9.794500351,9.50399971,9.524000168,9.524000168,87222000
09-12-2011,9.560500145,9.697500229,9.420000076,9.651499748,9.651499748,103176000
12-12-2011,9.50150013,9.557499886,9.381500244,9.475999832,9.475999832,86864000
13-12-2011,9.42800045,9.484000206,8.925000191,9.025500298,9.025500298,185946000
14-12-2011,8.949999809,9.037500381,8.512499809,9.010499954,9.010499954,232284000
15-12-2011,9.102499962,9.239999771,8.976499557,9.062999725,9.062999725,145198000
16-12-2011,9.12100029,9.220499992,9.015500069,9.062999725,9.062999725,133282000
19-12-2011,9.100000381,9.158499718,8.949999809,8.966500282,8.966500282,90672000
20-12-2011,9.13449955,9.158499718,9.027000427,9.126000404,9.126000404,92002000
21-12-2011,9.095999718,9.175000191,8.624500275,8.717499733,8.717499733,161334000
22-12-2011,8.754500389,8.983499527,8.710499763,8.951499939,8.951499939,93898000
23-12-2011,8.961000443,8.984000206,8.779999733,8.86400032,8.86400032,69930000
27-12-2011,8.886500359,8.929499626,8.807999611,8.813500404,8.813500404,59018000
28-12-2011,8.819499969,8.832500458,8.61400032,8.694499969,8.694499969,73190000
29-12-2011,8.480999947,8.727499962,8.348500252,8.69299984,8.69299984,164186000
30-12-2011,8.668000221,8.758500099,8.624500275,8.654999733,8.654999733,85596000
03-01-2012,8.794500351,8.973999977,8.777500153,8.951499939,8.951499939,102216000
04-01-2012,8.960499763,9.024999619,8.803500175,8.875499725,8.875499725,84104000
05-01-2012,8.796999931,8.912500381,8.702500343,8.88049984,8.88049984,76182000
06-01-2012,8.903499603,9.232500076,8.875,9.13049984,9.13049984,140168000
09-01-2012,9.137999535,9.218500137,8.850000381,8.92800045,8.92800045,101138000
10-01-2012,9.055000305,9.119999886,8.854999542,8.967000008,8.967000008,79716000
11-01-2012,8.982000351,9.038499832,8.909500122,8.944999695,8.944999695,62054000
12-01-2012,8.970999718,8.974499702,8.787500381,8.796500206,8.796500206,107716000
13-01-2012,8.790499687,8.93999958,8.675000191,8.920999527,8.920999527,95070000
17-01-2012,9.007499695,9.164999962,8.925499916,9.083000183,9.083000183,112890000
18-01-2012,9.097000122,9.512499809,9.055999756,9.472000122,9.472000122,149470000
19-01-2012,9.543999672,9.796999931,9.517999649,9.722499847,9.722499847,141920000
20-01-2012,9.535499573,9.645000458,9.451999664,9.546500206,9.546500206,112206000
23-01-2012,9.539500237,9.586500168,9.261500359,9.304499626,9.304499626,91706000
24-01-2012,9.25,9.420499802,9.190999985,9.350000381,9.350000381,93476000
25-01-2012,9.349499702,9.408499718,9.230500221,9.390000343,9.390000343,86128000
26-01-2012,9.465000153,9.742500305,9.436499596,9.666000366,9.666000366,117472000
27-01-2012,9.654500008,9.824999809,9.616499901,9.768500328,9.768500328,93180000
30-01-2012,9.684000015,9.75,9.506500244,9.607500076,9.607500076,108482000
31-01-2012,9.699999809,9.781499863,9.484999657,9.722000122,9.722000122,255444000
01-02-2012,8.690500259,8.99750042,8.600000381,8.972999573,8.972999573,426732000
02-02-2012,8.982500076,9.097000122,8.840000153,9.086000443,9.086000443,174726000
03-02-2012,9.141500473,9.395000458,9.094499588,9.383999825,9.383999825,162410000
06-02-2012,9.31400013,9.328000069,9.145999908,9.156999588,9.156999588,106200000
07-02-2012,9.132499695,9.246999741,9.102999687,9.209500313,9.209500313,102078000
08-02-2012,9.24750042,9.324500084,9.145500183,9.274000168,9.274000168,109532000
09-02-2012,9.225000381,9.284500122,9.088000298,9.248999596,9.248999596,143784000
10-02-2012,9.170999527,9.381500244,9.126000404,9.277000427,9.277000427,115942000
13-02-2012,9.358499527,9.625,9.284000397,9.579500198,9.579500198,121428000
14-02-2012,9.553999901,9.678500175,9.305000305,9.56499958,9.56499958,190542000
15-02-2012,9.564499855,9.576999664,9.163000107,9.223500252,9.223500252,155888000
16-02-2012,8.889499664,9.083999634,8.756999969,8.996500015,8.996500015,251276000
17-02-2012,9.004500389,9.170499802,8.968000412,9.125,9.125,148362000
21-02-2012,9.132499695,9.237500191,9.029000282,9.112999916,9.112999916,135130000
22-02-2012,9.097499847,9.149499893,9.014499664,9.029000282,9.029000282,115708000
23-02-2012,8.982000351,9.037500381,8.847999573,8.944499969,8.944499969,103076000
24-02-2012,8.984999657,9.036999702,8.918499947,8.956500053,8.956500053,73374000
27-02-2012,8.876999855,8.959500313,8.824999809,8.92650032,8.92650032,74124000
28-02-2012,8.944999695,9.214500427,8.897500038,9.18999958,9.18999958,115290000
29-02-2012,9.194499969,9.199999809,8.950499535,8.984499931,8.984499931,106006000
01-03-2012,8.99450016,9.024499893,8.829000473,9.001999855,9.001999855,98720000
02-03-2012,8.973999977,9.092000008,8.946000099,8.965000153,8.965000153,73156000
05-03-2012,8.949999809,9.090999603,8.909000397,9.012999535,9.012999535,93654000
06-03-2012,8.934000015,9.175000191,8.902000427,9.054499626,9.054499626,112244000
07-03-2012,9.132499695,9.274999619,9.119999886,9.188500404,9.188500404,99030000
08-03-2012,9.208499908,9.418999672,9.18999958,9.381999969,9.381999969,84430000
09-03-2012,9.339500427,9.359999657,9.171999931,9.215999603,9.215999603,90212000
12-03-2012,9.206500053,9.270000458,9.109999657,9.169500351,9.169500351,51752000
13-03-2012,9.196000099,9.243499756,9.038499832,9.229499817,9.229499817,88116000
14-03-2012,9.182499886,9.215999603,9.05700016,9.112999916,9.112999916,73994000
15-03-2012,9.100999832,9.221500397,9.015000343,9.221500397,9.221500397,83202000
16-03-2012,9.163999557,9.284000397,9.117500305,9.25249958,9.25249958,98680000
19-03-2012,9.172499657,9.333999634,9.149999619,9.276000023,9.276000023,78068000
20-03-2012,9.244000435,9.720499992,9.144000053,9.616499901,9.616499901,183308000
